Insult,Date,Comment,Usage
1,20120619043829Z,"""no, makemud, i don't like you, i don't believe you, i don't even believe you still have your manhood between your legs. \xa0you are a phoney, made of mud.""",PublicTest
0,20120619220436Z,"""Hasn't everyone had a least a minor flirtation with a teacher? I don't know. it's not all that scandalous to me. If you were underage, it was simply criminal.""",PrivateTest
1,20120610141537Z,"""that bitch nipples was sharper than a sharpie, them shits was pointy af""",PrivateTest
0,20120611063404Z,"""Bikram devotees freak the fuck out because they're not doing yoga that is based on any of the traditional models of yoga that would manage to provide them with equanimity and the clarity to see they are being brainwashed.\xa0 \n\nBikram is a cult.\xa0 I said it.\xa0 I don't care.\xa0\xa0Try to argue it, I still don't care.\xa0 You're all sheep paying for a big, rich, fat cat who snarfs McDonalds in his latest Rolls Royce.\xa0 Some guru...""",PrivateTest
1,20120609211817Z,"""You are an idiot.""",PrivateTest
0,20120530052036Z,"""Terrorism is NICE. Communism is NICER.\n\nAdults are yucky. Naming EVIL, is almost as bad as CONDEMNING IT.\n\nAllahu Akbar!<B>\n\n\n""""Mohammed is God's apostle.\xa0 Those who follow him are ruthless\n\xa0to the unbelievers but merciful to one another""""\xa0 Quran 48:29\n\nSWOON, GUSH, FAWN, SLURP...\n\n\n\n http://thereligionofpeace.com/""",PrivateTest
0,20120619175614Z,"""@Rourke needs to give me a fucking like\xa0\xa0@Preparation_A Does wayne brady need to slap a bitch?""",PrivateTest
0,20120530041156Z,"""I'm not 100 percent positive they will be playing in October but I wouldn't bet against the Phils.  After all, they have won 5 straight division titles.  They also could have Howard, Utley, and Halladay back by mid July.  Those activations are the equivalent to trade deadline moves.""",PublicTest
1,20120529095052Z,"""You are a true schmuck. What jews are living illegally in Africa?""",PublicTest
0,20120620144313Z,"""One Pimp & One Prostitute, both smell very nasty""",PrivateTest
0,20120609213508Z,"""Whine, whimper, troll.\xa0 Look up, look up, the sky is falling.""",PublicTest
0,20120528221931Z,"""their team as a whole needs to play better.""",PrivateTest
1,20120619215916Z,"""What up my bitches? Don't be haters y'all.\n\nOh, and a fuck u very much for the both of u.\n\nTea bags anyone? Fuckin idiots""",PublicTest
1,20120609235604Z,"""ALL you see is blk and white. You are pathetic! You also lie. You DID NOT have slave family members! I call you on that lie now.""",PrivateTest
1,20120320150845Z,"""I think Dirty Harry said it best. You are nothing but dog shit to me. Alot of things can happen to dog shit. It can be stepped on or dry up and blow away into the wind. So Russell, just beware of where the dog shits you.""",PrivateTest
0,20120619212238Z,"""oisin77,\n\ngood spot, and to celebrate his 90th birthday here's some of his best jokes.\n\nhttp://www.independent.co.uk/news/uk/home-news/ninety-gaffes-in-ninety-years-2290148.html""",PublicTest
1,20120609175259Z,"""You are an idiot. Romney is not going to give someone making 20k at 60% tax rate.""",PublicTest
0,20120611222800Z,"""Or more about theft than the black panthers.""",PrivateTest
1,20120610150605Z,"""OH SHUT THE FUCK UP YOU CRY BABY BITCH! GO CRY A FUCKING RIVER AND TELL ON ME SOME MORE TO THE ADMIN! REAL MATURE WAY OF HANDLING THINGS CRY BABY!""",PrivateTest
1,20120611200542Z,"""Oh,  please quit.  You're scaring me!  C'mon sissy boy,  you know your boyfriend won't let you come out in the desert to play.  You wouldn't know what to do in the desert anyway.  If you haven't got your bf's schlong to suck on,  you wouldn't know what to do.  You just keep on sukin' and sit'n behind the keyboard talkin' shit.  That's all you liberal fags are good for!  heh, heh!""",PublicTest
0,20120528225250Z,"""No shane dies dammit u have 2 admit it shane wuz d life of d show btw darly and d sheriff they kept dis show interesting but witout dem 3 dis show wouldn't last 2 long becuz lori a slut and always starting shit wit her houes wife ass, we got a bitch who always cing killing herself a option and wants 2 b a guy and carl is just fucking stupid he came from we want 2 c him survive d gunshot dat almost killed him 2 y dis little bastard start acting weird and bing annoying and shit""",PrivateTest
1,20120529194732Z,"""You're not impressing anyone. Just making a fool of yourself.""",PrivateTest
0,20120528144951Z,"""are you betting on that one?  I would take that bet any day.""",PublicTest
1,20120320093543Z,"""Let me guess, your a UGLY_FAT_ASS_WELFARE_COLLECTING_CAUCASIAN, correct ?""",PublicTest
0,,"""Get the government out of our lives yells the republicans.\\xc2\\xa0 But it's ok if you pass a law that bans gay marriage even though it doesn't effect me.""",PrivateTest
1,20120619124314Z,"""Idiot""",PrivateTest
1,,"""\\nThe winner here is the Asian kid it's amazing how he stood up still. Those kids are fucking pussies. And they are all white talking black fucking idiot. Go fuck your selfs you no talent pieces of shit""",PrivateTest
0,20120529090245Z,"""Pano kasi, she's just saying what is right! Can't you understand? BOBO talaga mga Pilipino.""",PrivateTest
1,20120320193937Z,"""You are blind, deaf and dumb, now go back to bed.""",PrivateTest
0,20120610112818Z,"""Gabby in Florida  ********* ""Liberals want Obama to be a king, not a president\n\nNew York (CNN) -- Can liberals ever be happy? I keep asking myself this question as I hear an increasing number complaining about President Obama. ... ""\n******************\nThe article <b>published</b> by CNN was <b>written by</b> Dean Obeidallah.  The following editor\u2019s note precedes the article \u2026 \n\n<b>Editor's note</b>: Dean Obeidallah, a former attorney, <b>is a political comedian</b> and frequent commentator on various TV networks including CNN. \n\nHe is the editor of the politics blog ""The Dean's Report"" and co-director of the upcoming documentary, ""<b>The Muslims Are Coming!</b>""\n\nhttp://www.cnn.com/2012/06/08/opinion/obeidallah-liberals-obama/index.html""",PrivateTest
1,20120619025337Z,"""and you bash me...moron..\n\nyou can't be that stupid as to make the assertion and have nothing to provide as proof other than your assertion? Maybe you can be and the messaged attached proves it.""",PrivateTest
0,20120620170448Z,"""Looks like you are the Alpha Dog here.""",PrivateTest
1,20120529013843Z,"""Tell the veterans who did serve and prefer Romney to ""go fuck themselves"", why don't you? Oh wait, leftists \xa0have been doing that for 40 years already.""",PrivateTest
1,20120612013758Z,"""YABBA DABBA DOOOO HAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA YOU'RE RETARDED""",PrivateTest
0,20120529054656Z,"""If United get Kagawa they be one up on the mind games against Chelsea.""",PublicTest
1,20120619034430Z,"""I didn't donate, but each time you say this same stupid thing I am even more convinced you're a /\\/!qq3r racist_faggot_dick sucker_!""",PublicTest
0,20120618193755Z,"""""caca"" is a nicer way of saying ""shit"" in Romanian. Like ""poop"", I guess. Just sayin`""",PrivateTest
0,,"""pedophilia is no more rampant in gays than it is in heteros, do some research so you dont sound so much like a bigoted douche""",PrivateTest
0,,"""@mostannoyed  What's your point?  Can you not see that this is to reduce the amount of immigrants bleeding the Country?""",PrivateTest
1,20120619213722Z,"""Wow, your mom's a cunt.""",PrivateTest
0,20120620035909Z,"""Yes they are. When people referred to Palestinians they meant the Jews.""",PrivateTest
0,,"""Haha. Montreal already moaning about WC.""",PrivateTest
0,,"""The great little one king obama took a chance on this. He is betting that this will blow over and be forgotten by the  November election. Hope not but only time will tell.   ALLONS""",PrivateTest
0,,"""@Bunny77@llindsay@jess1\\n\\nGinie Sayles books are great! Have you read Sophia Nelson\\'s book, ""Black Woman Redefined.""? She talks about how most BW\\'s social circles are lacking and gives advice on how to expand them for professional interests.\\n\\n \\n\\nI think expanding social circles and not self-segregating is one of the most important things BW need to do. There are a lot of BW that could be more advanced professionally, socially, etc. if they had better social and strategic circles. If we did we would see more BW CEO\\'s, etc.""",PrivateTest
0,20120529223609Z,"""You get used to it after a while. You have too.""",PrivateTest
1,20120620012648Z,"""Are you a mentally weak flagger bagger stuckinstupid?""",PrivateTest
0,,"""@AngryAngel @DanOwen   Dan, what does that have to do with solving the energy problem? Perhaps a social problem.""",PrivateTest
0,20120530144947Z,"""YEAH AND THAT'S WHY YOU CAME TO THIS STORY TO WATCH THE VIDEO AND COMMENT ON IT!!! YEAH!!! USA USA USA USA USA""",PrivateTest
1,20120609211234Z,"""sorry forgot the biggest cunt linker fuck u to cunt linker asss liking cunt""",PrivateTest
0,,"""\\xc2\\xa0Ah, big difference between them though, he has money...which he pays taxes on...unlike the occutards who suck off the government ti tty.\\n\\nNice try at the spin-spin libby id iot.\\n\\n\\n\\n""",PublicTest
0,,"""THIS IS NOW A LOSING ISSUE FOR YOU BAGGERS............ GOP 2012 CHICKEN LITTLE/CHICKEN HAWK\\n\\xc2\\xa0\\nhttp://www.gallup.com/poll/147662/first-time-majority-americans-favor-legal-gay-marriage.aspx\\n\\xc2\\xa0\\nPRINCETON, NJ -- For the first time in Gallup's tracking of the issue, a majority of Americans (53%) believe same-sex marriage should be recognized by the law as valid, with the same rights as traditional marriages. The increase since last year came exclusively among political independents and Democrats. Republicans' views did not change.\\n""",PublicTest
1,20120620155837Z,"""I have a big dik you should suck on that loser""",PublicTest
1,20120502172016Z,"""your comments are always gay, writing in all caps is gay, your picture is gay, you are a puss.   you can say whatever you want there's a reason why the only person every liking your comments is yourself.""",PrivateTest
1,20120529102319Z,"""just reading back over you old comments and i am finding it very hard to find even ONE where your not being a total prick to people.\nYOU ANGRY OLD MAN!!\n\n\n""RJ sadler has another account as DOC MADDEN"" he's also nearly 50yrs old so be careful kids.""",PublicTest
0,20120619195248Z,"""Hehehe\n\xa0\nProFootballTalk     \u200f\nAnthony Hargrove denies voice on videotape is his http://wp.me/p14QSB-3OZR\n\xa0\nIt's refreshing that Anthony Hargrove has broken out the always-effective Eddie Murphy defense http://tinyurl.com/c72wz3""",PublicTest
0,20120612015659Z,"""way to describe over half the things on your favorite OS""",PrivateTest
0,20120515230008Z,"""wait, wait, wait.... you are actually getting a gs3?""",PrivateTest
1,20120320140709Z,"""Your statement only shows how stupid you are.""",PrivateTest
0,20120620121923Z,"""You must have a very hot temper. I see you are losing your temper because you can't stand the truth?""",PrivateTest
0,20120503015708Z,"""Halladay you bum.   Get on the disabled list.  You American League loser.\n\nYou are an insult to theCity  of Philadelphia.""",PrivateTest
1,,"""Send me ur sister so i can fuck her vergin ass. ahaaaaaaaaa""",PrivateTest
1,20120619181653Z,"""First of all, I was there and none of that happened. So stop lying. Second of all correction to your last paragraph: ""This is a response of a man furious that assholes ruined a community event."" \n\nOnce again, go fuck yourselves you hate mongering dipshits.""",PublicTest
0,20120610054226Z,"""Santanna ? ? ?\nUhhhh, NO ! ! !\nThey always beat up on Shields like crazy too . . .\nSo I'll give you the Verlander game when he was obviously way off of his game . . .\nBut I'll still give it to you . . .\nAnd what happened in the very recent Price against CC game ? ? ?""",PublicTest
1,20120529085149Z,"""Ha, ha, ha,ha. If there is a troll around here, it is YOU!\xa0\n\nGo back under your bridge. We don't need you to garbage up another thread with your BS and non-sense. Best president. That is droll. If he is such a great president, then why does he give a free pass to torture?""",PrivateTest
0,20120527182714Z,"""Didn't he get hit in the eye last week?""",PrivateTest
1,20120610131755Z,"""I'm a little fed up with you also. I usually just\nignore your childish petulant posts.\xa0 You\ndon\u2019t add much to the discussion any more.""",PublicTest
0,20120618200317Z,"""Yeah, Japanese game shows are completely outrageous.""",PublicTest
1,20120620070629Z,"""Can we see a picture of you? Are a stunning model? Doubt it very much. Your probably some fat troll sitting on their ass at their computer eating junk food.""",PrivateTest
1,20120620022458Z,"""Stupid fool, maybe you should read the article before posting""",PrivateTest
0,20120528182752Z,"""nobody has arrested george w bush or dick cheney for the murders of over 3000 people on 9 / 11 ... why should we expect a quicker result with assad ... ?""",PrivateTest
1,20120610123341Z,"""You're defending that racist Killerman who acted as judge and jury.   You suck at his.   Go fuck yourself.""",PublicTest
1,20120610042301Z,"""On the real shut the fuck up, because you don't even know all the details yet you claim to use logic. How the fuck you gonna use logic, when you don't even know the details. Tell me \xa0what city dudes mom father died in? Oh you can't, because you don't know.\n\nAs for your ""mistaken"" supernatural events why don't you share some since you seem to make mistakes using your judgement occasionally.""",PublicTest
1,,"""start your congressional white caucus and stop crying like a beeeeoch about it.""",PrivateTest
1,20120609175848Z,"""<cite>Exactly how often did your daddy r\xe4pe you? Weekly Hourly? You're the most depressingly buttf++ked piece of shite ever to vomit their halfassed moronic excuses for the English language on this site. \xa0You think you're being clever, but your grasp of colloquialisms and sarcasm are hilariously pathetic. You're a fool. Your posts are puerile and you personally have no value. \xa0Nobody here likes you. H\xe9ll, nobody here even <i>tolerates you</i>. If these people could recognize you on the street they would spit on you. My best guess is you're the result of unprotected buttsex between your mother and the family dog. \xa0An abomination with no justifiable reason to exist.\n\nNow do us all a huge favor and <b>go fuckyourself with a chainsaw</b>, ""Sparky"". \xa0Slowly and painfully.\n\nLet's all blow this pathetic troll <i>a big sticky sphincter kiss!!!</i>\n\nMMMMMMMWWWWWWAAAAAAAAAAAAAA!!!!!!!!!!!!!!!!!!!!!!!!!!\n</b>\n\n\u2026\u2026\u2026\u2026\u2026\u2026\u2026./\xb4\xaf/)\n\u2026\u2026\u2026\u2026\u2026\u2026..,/\xaf../\n\u2026\u2026\u2026\u2026\u2026\u2026./\u2026./\n\u2026\u2026\u2026\u2026./\xb4\xaf/'\u2026'/\xb4\xaf\xaf`\xb7\xb8\n\u2026\u2026\u2026./'/\u2026/\u2026./\u2026\u2026./\xa8\xaf\\\n\u2026\u2026..('(\u2026\xb4\u2026\xb4\u2026. \xaf~/'\u2026')\n\u2026\u2026\u2026\\\u2026\u2026\u2026\u2026\u2026..'\u2026../\n\u2026\u2026..\u2026\\\u2026.....\u2026\u2026. _.\xb7\xb4\n\u2026\u2026\u2026\u2026\\\u2026\u2026\u2026\u2026..(\n\u2026\u2026\u2026\u2026..\\\u2026\u2026\u2026\u2026.\\\n\n</cite>""",PublicTest
0,,"""There is a meteorlogical phenomenon occurring as we speak...Obama Science puke has tried to blame it on global warming.\\xc2\\xa0 In reality, it is just Obama and his presidency s uc king""",PrivateTest
1,,"""fleeboi...BUT MY SOCKS WAS DIRTY WHEN I STUFFED DEM IN YO MOTHER MOUTH TO KEEP HER QUIET, WHEN I WAS FUKING HER DOGGY STYLE!.  WHEN I PULL IT OUT HER PUSSY AND STICK IT IN HER ASSHOLE THERE WAS BROWN SHIT ALL OVER MY DICK AND I ASKED HER TO GIVE ME A QUICK CLEAN WIT HER MOUTH FIRST THATS WHY HER PET NAME IS DOO DOO MOUTH BITCH""",PrivateTest
0,20120609225507Z,"""You are more fun than the old chick down the street!""",PrivateTest
1,20120320200130Z,"""you are truly stupid. your opinion is just that, but it is coming out of your A*** .""",PrivateTest
0,20120530023531Z,"""no.\xa0\nYou are beautiful!\n:)""",PrivateTest
1,20120610124426Z,"""He's an idiot""",PublicTest
1,20120529210002Z,"""How the heck did you survive from your mother's abortion?""",PrivateTest
0,,"""Please cite your proof for that claim. I'll bet you cannot. But 100% of public school teachers are unionized and that's where the proble lies, junior. Masters degree my happy.ass. You're the lease educated person posting here at this moment!""",PrivateTest
1,20120612001556Z,"""your pathetic attempt at a joke belittles the horrific violence done to another person while reinforcing the stereotype that conservatives are racist (or maybe you're a liberal trying to make conservatives look bad). congratulations on being a piece of shit\n\nthere is no indication that this woman died because of the color of her skin; the color of her killers has no bearing on the beastly nature of their crime.""",PublicTest
0,20120612003924Z,"""He could drink water for all I care.""",PublicTest
1,20120619195437Z,"""You are a disease.Hope you die soon.""",PrivateTest
0,20120610122139Z,"""And a white flag for when you are not surrendering.""",PrivateTest
1,20120619163627Z,"""Yes, you are a Nazi.\xa0 Any other questions?""",PrivateTest
0,20120530040858Z,"""what an excellent email!\xa0 I totally agree with what she wrote!""",PrivateTest
0,,"""\\nCan anyone give a specific example of how gay marriage harms America in any way?\\nPlease only logical, factual and rational responses. \\n\\xc2\\xa0""",PrivateTest
1,20120514051158Z,"""You are an idiot""",PrivateTest
0,,"""@Hobbes83 @Kick Ass @Disgusted But Hopeful I wasn't responding to your statement but to Kick Ass's original question that he asked of me. I did read your post. I didn't mean to be facetious. Was is fallacious about my statement?""",PrivateTest
0,20120529141700Z,"""It's funny the ""Big 12"" would claim ""naming rights"" after stealing the whole ""Big #"" thing from the Big Ten because they were too stupid to think of their own brand name.""",PrivateTest
0,,"""Firewatch has an inflatable date tonight with his Ahmadinejad blow up buddy""",PrivateTest
0,20120529031335Z,"""Dodger or Brewer fan.. that pitch was nasty!! perfect location.""",PublicTest
0,20120610082059Z,"""Love the chairs too...and the white leather sofa.""",PublicTest
0,20120619153655Z,"""Knowing O'blamo, he bowed deep twice,.. then asked: Yes Sir,.. anything else you desire President Putin????""",PublicTest
1,20120620110347Z,"""Hey right wing moron ""NOamnestyEVER"", you should hang yourself after you kiss a Muslim like your war criminal hero Bush.""",PublicTest
0,20120619065123Z,"""Japan does not have a welfare system.\xa0\xa0\xa0 Work for it or do without.\xa0\n\n\n\xa0And\n I don\u2019t think there has ever been a better explanation of the \nimportance of incentive than this example.\xa0\xa0\xa0 An economics professor at a\n local college made a statement that he had never failed a single \nstudent before, but had recently failed an entire class.\xa0 That class had\n insisted that\xa0 socialism worked and that no one would be poor and no \none would be rich, a great equalizer.\xa0\nThe professor then said, ""OK, we will have an experiment in this \nclass on socialism"".\xa0\xa0 \xa0All grades will be averaged and everyone will \nreceive the same grade so no one will fail and no one will receive an A.\n (substituting grades for dollars - something closer to home and more \nreadily understood by all).\nAfter the first test, the grades were averaged and everyone got a B.\n The students who studied 'hard' were upset and the students who studied\n 'little' were happy. As the second test rolled around, the students who\n studied little had studied 'even less' and the ones who studied hard \ndecided they wanted a free ride too so they studied 'little'.\xa0\nThe second test average was a 'D'.\xa0\xa0 No one was happy.\xa0\xa0 When the 3rd test rolled around, the average was an F.\xa0As\n the tests proceeded, the scores never increased as bickering, blame and\n name-calling all resulted in hard feelings and no one would study for \nthe benefit of anyone else.\xa0\nTo their great surprise, ALL FAILED and the professor told them that\n ""socialism"" would also ultimately 'fail' because when the reward is \ngreat, the effort to succeed is great, but when government takes all the\n reward away, no one will try or want to succeed.\nCould not be any simpler than that.Remember, there IS a test coming up; elections sometime soon; your chance to have YOUR say.\nThese are possibly the 5 best sentences you'll ever read and all applicable to this experiment:1. You cannot legislate the poor into prosperity by legislating the wealthy out of prosperity.\n2. What one person receives without working for, another person must work for without receiving.3. The government cannot give to anybody anything that the government does not first take from somebody else.\n4. You cannot multiply wealth by dividing it!5. When half of\n the people get the idea that they do not have to work because the other\n half is going to take care of them, and when the other half gets the \nidea that it does no good to work because somebody else is going to get \nwhat they work for, that is the beginning of the end of any nation.""",PublicTest
1,,"""You are a filthy P# IG""",PrivateTest
0,,"""She isn't THAT annoying....give her a break, that's a low blow.\\xc2\\xa0""",PublicTest
1,20120618224400Z,"""Much like you and some others on this site.  You are  a hypocrite little girl.""",PrivateTest
0,20120619092426Z,"""I hope this will lead the standard for Windows tablets.""",PrivateTest
1,20120530052236Z,"""There's ""team SEC"" again.  You're a Kentucky fan.  Go away.""",PrivateTest
0,20120612022425Z,"""International treaty on drugs?? You think that overrides the Constitution of the United States. Think again. When in the U.S the constitution reigns supreme.""",PrivateTest
1,20120528180916Z,"""Haha you're so cool what are you a 5th grade English teacher""",PrivateTest
0,20120612004608Z,"""Then do it when the law says to.""",PublicTest
0,,"""Yep, what all these SICK people who yell ""We are Penn State"" fail to realize is a CHILD...a 10-year old CHILD was ANAL RAPED in a Football Locker room..the same room your ""beloved football team"" showers in...and you praise and mourn a man that was 40+ years friends with a CHILD MOLESTOR----as far back as 1998 Paterno *KNEW* Sandusky was raping Children, he simply ""Let him retire""---then in 2002 when someone ELSE found out...and TOLD PATERNO he witnessed Sandusky ANAL RAPING a child...""Paterno told his bosses ""oh, he was horsing around or something""=---once again protecting Sandusky when he KNEW Sandusky anal raped a kid....read the Grand Jury report...it\\'s in black and white...Victim #2-----and then McQueary told the President and A.D. and they did nothing. Do you realize McQueary told Paterno (his friend of 40-years anal raped a child)---and Paterno didn\\'t even bother to find out what the kids NAME WAS? That is how little your sick human being of a coach cared about children....he is without a doubt in HELL right now.\\xc2\\xa0""",PrivateTest
0,20120620131032Z,"""Awesome game.  even if grouped or not raids happen/event happen automatically by being in the area, the fact that anyone spells/benefits will work with yours...any elementalist can put down a wall of fire even one not in your group and you shoot you arrows through that fire, you get the benefit of flaming arrows is so cool.  \nWell Done!!!""",PrivateTest
1,20120620142831Z,"""Are you really that dumb? No wonder these idiots still get votes....the ignorant morons that believe their B !""",PublicTest
0,20120528234926Z,"""The D-Bags are absolutely atrocious from top to bottom - horrific pitching and zero offense.""",PrivateTest
0,20120529202821Z,"""First we have to find exactly who we are dealing with.\xa0 You have the Syrian government that is backed up by Iran so you have shiite's on one side.\xa0 Then you have al-Qaeda on the other and they are for the most part sunni muslims and they are backed by Saudi Arabia with weapons and support. \xa0 Then you have the Christians that are caught in the middle.\xa0 Neither side is pro-western or pro-American. \xa0 Let them fight it out. \xa0 The side that comes out will be very weak and at that point we may be able to something right now taking either side is a very bad idea.""",PrivateTest
0,,"""@ThunderWins Of course not. The better Ibaka does, the more he'll be able to fetch in trade (though it'd make the trade hurt more). Unless we're willing to go heavy into the tax for multiple seasons (highly unlikely with the harshness of the tax penalty under this CBA), it's either trade Ibaka or let him walk for nothing. """,PrivateTest
1,20120611202936Z,"""Hey race baiter take a hike you are a typical idiot""",PrivateTest
1,20120320154513Z,"""You are a lying son of a bitch. \xa0Let's see you post some facts supporting your assertion...""",PrivateTest
1,20120502161335Z,"""Take you meds, go lie down and die.""",PrivateTest
0,20120527210842Z,"""Let me ask you a question.....you like fishticks?""",PrivateTest
1,20120527190157Z,"""FUCK YOU!!!! you only want to suck Phillip's dick!!!""",PrivateTest
1,20120612012055Z,"""Lol veloce, i had to go, thats why i let you betray me :)\nFuck. You. :)""",PrivateTest
1,20120529031502Z,"""you're a hater""",PublicTest
0,20120619123226Z,"""I'll forward your comments.""",PrivateTest
0,,"""\\nSeptember 19, 2010\\n\\nDear President Obama,\\n\\nI read that you went to church, on Sunday no less, without Reverend Wright.  If you are trying to find religion things must be worse then even I think they are.  Well, I\\xe2\\x80\\x99ve always said a little religion is a good thing, but in your case it just looks fake, kind of like when you play golf.  You don\\xe2\\x80\\x99t believe in God.  You believe in the God of Government.  With the first commandment being \\xe2\\x80\\x9cThou shalt pay confiscatory taxes such that resting on the Sabbath is not even an option.\\xe2\\x80\\x9d  Now that the riff raff have been kicked out of the private school, I guess that whole charity thing is shot too.  Maybe, if you say \\xe2\\x80\\x9cHope and Change\\xe2\\x80\\x9d a few times you might convince those kids that they are suffering for you, and their sacrifice to the God of Government will not be in vein.\\n\\nLet\\xe2\\x80\\x99s get back to the Government God, the protector and defender of all that is graft and collusion.  I\\xe2\\x80\\x99ve got to hand it to all of you and especially Blagojevich, I am impressed, not only have you committed rape, and pillage upon \\xe2\\x80\\x9cWe The People,\\xe2\\x80\\x9d but some of them thank you for it, they even get on a bus, and spit on people I really respect for you as you put in place the very plans that will destroy them.  That\\xe2\\x80\\x99s really impressive, Bernie Maddoff, has nothing on all of you. The lot of you could screw a hooker and convince her to pay for it!  Now, your God of Government is upset with you Mr. Obama, and frankly, while I may be impressed, he is not.\\n\\nWhy is this so?  For one thing The United States of America is still here, chugging along with all the accumulated dead weight that liberal democrats have heaved upon her.  Government God is also upset that the people still have a voice, he doesn\\xe2\\x80\\x99t like that.  You, as his surrogate, should stop all free speech immediately; tell Kathleen Sebelious to issue another communiqu\\xc3\\xa9 threatening the CEO\\xe2\\x80\\x99s of insurance companies with summary execution unless they place the blame for higher premiums on those that truly deserve it; breast cancer patients, and further, that it is wholly unsatisfactory that they should live another day - The God of Government commands it to you Mr. Obama, you will obey.\\n\\nThe bigger cheese is likely also upset at the Godless turn of events in God\\xe2\\x80\\x99s country.  \\xe2\\x80\\x9cI am the Lord your God . . . You shall have no other God\\xe2\\x80\\x99s before me.\\xe2\\x80\\x9d  Boy, have you screwed that one up.  I imagine that is a big one with the man upstairs.  You see, God works his will through the faithful, and not those like yourself who pray to false Gods and bear false witness on a daily basis - you don\\xe2\\x80\\x99t even know what the truth is anymore.    Hell, they even got you thinking you fight \\xe2\\x80\\x9cterrorists\\xe2\\x80\\x9d by killing one side of the same Arab coin.  Whose the fool Barrak, you, or me?  Don\\xe2\\x80\\x99t answer that, we know the answer. \\n\\nWell in 44 days the God of Government is going to have another problem.  \\xe2\\x80\\x9cWe The People\\xe2\\x80\\x9d are going into those polls, and we are going to fire the first shots in the shape of ballots at your Government God, and we are going to put God back where He belongs.  If this crop of politicians falls for the God of Government, we will just do it all again, we will be relentless, \\xe2\\x80\\x9cwe will not weaken or tire,\\xe2\\x80\\x9d we were given the tools by our founding fathers and we have deployed them against you to good affect.  Remember, it only takes one person to shut the whole freak show down.  I cannot wait to see the curtain come down on the latest installment of liberalism run amok, I have to say, the sequel was worse than the original.  Roll credits . . .\\n\\nRespectfully,\\n\\nJoe Doakes""",PublicTest
1,20120320200750Z,"""Actually, I don't think she expects a call. She is merely proving a point. Your lack of comprehension makes you look like the f..ing idiot.""",PublicTest
1,20120620095539Z,"""You are an idiot.\xa0 You give real conservatives a bad name.\xa0 Of course, YOU'D give a saint a bad name.\xa0 You're an example of the people we can do without.""",PrivateTest
1,20120320111257Z,"""FUCK U LA!!! NABEY!!!!! U BO LANGCHIAO!!!! MOTHER FUCKING BITCH!!!! U TELL SUPER JUNIOR UNTIL LIKE THAT??? U JUST SOOO JEALOUS OF THEM LA!!!! WTH!!!! U ARE A MOTHER FUCKING BITCH DO U KNOW THAT??? U JUST BEING A RACIST HUMA-... NO MONSTER WITH NO HEART!!! WTH!!! SAYING RYEOWOOK'S VOICE IS NOT NICE ??? UR FUCKING VOICE IS SOOO RUSTY LA!!!!! FUCKER!!!! GO EAT SHIT LA!!!U ARE WORST THEN FATS!!!!""",PrivateTest
0,20120611210242Z,"""You are using details from the 1977 law. In 1993, under Bill Clinton, Barney Frank and Chris Dodd got those rules and lending standards revised which led to the practice of liar loans ( not requiring proof of income or ability to repay the loan) and zero down payment and those new lending rules were pushed on banks through Freddie Mac who was headed up by Franklin Raines, Clinton's hand picked man.""",PrivateTest
1,,"""GOD is watching you and he will purnish you die in hell faggot""",PublicTest
0,,"""how many of you gay rights supporters would sign petitions to\\xc2\\xa0legalize adoption-only incestuous relationships or consenting polygamous unions?\\xc2\\xa0 """,PrivateTest
0,20120610030749Z,"""she does put an effort into her singing in other performances especially durng their be my baby comeback also during the performances for like this and girlfriend. you say that you are a wonderful and sohee is your second fav but it also seems like your bashing her for not trying when she is.""",PublicTest
0,20120610161544Z,"""1962\nwillie mccovey\nbobby richardson\n\n*sigh*""",PrivateTest
1,20120612022921Z,"""It's either you are upset because you know you're gonna lose OR your PMSing o.o""",PrivateTest
1,,"""this is wat u call a skank ass trick ass jumpskizie u aitn shit but sum stank pussy and u make my black queens look bad kill yo self ho 4 da love of fame bitch u sellin yo soul and yo pussy grow da fuck up and b a fuckin mother das y ya stupid ass gotta child as it is cus u cant put ya ran thru pussy away and be a fuckin role model 4 da youth. damn grow da fuck up skanks of da world""",PublicTest
1,20120611190357Z,"""bitches shut ur face!""",PrivateTest
1,,"""kingfisher192 ...........come on, name the lies!\\xc2\\xa0 You tool, you never even heard the man's words.\\xc2\\xa0 You are just doing what little abused trolls do.....follow orders.........good little slave trollbitch!""",PublicTest
0,20120619185211Z,"""World without heterosexuality = A world without people\nWorld without homosexuality = A world without AIDS and gay pedophilia""",PublicTest
0,20120527194005Z,"""to have everything for free? and u dont upgrade untill the new jailbreak is out.. but yeah you're a heat fan.. sorry""",PrivateTest
1,20120514050854Z,"""Gays make most peoples skin crawl. \xa0You are all fuckkled up.""",PrivateTest
1,20120618204333Z,"""you are the biggest idiot ive seen here and ive seen many. you need your medicine and as for your love affair with oddesa girl shes a man! for real a gay man!""",PublicTest
1,20120320184519Z,"""And what b l\xa0 a c k ( ock just slapped your fat a--, Cowgirl\xa0 ?""",PrivateTest
1,,"""Nobody was talking to you so fall way the fuck bakk little girl ..""",PrivateTest
